,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,Year,AvgCPIUSD,Budget2017,Gross2017,Gross-Budget2017,Action,ActionAdventure,Adventure,Animation,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Romance,Sci-Fi,Sport,Thriller,War,Western
1983,Color,Michael Caton-Jones,159.0,116.0,105,246.0,Indira Varma,844.0,5851188,"Crime, Mystery, Thriller",Charlotte Rampling,Basic Instinct 2 ,31124,1899,Neil Maskell,1.0,"drugs ,murder ,psychiatrist ,scotland yard ,sex",http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,313,English,UK,R,70000000,2006,729.0,4.2,2.35,764,2006,201.6,84451388.89,7059156.475,-77392232.41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1984,Color,Clint Eastwood,279.0,135.0,16000,310.0,Chris Bauer,23000.0,33574332,"Drama, History, War",Paul Walker,Flags of Our Fathers ,101221,24468,Tom McCarthy,0.0,"imperial japan ,japan ,japanese army ,japanese soldier ,world war two",http://www.imdb.com/title/tt0418689/?ref_=fn_tt_tt_1,415,English,USA,R,90000000,2006,638.0,7.1,2.35,0,2006,201.6,108580357.1,40505699.55,-68074657.59,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1985,Color,Tom Tykwer,226.0,147.0,670,16.0,David Calder,177.0,2208939,"Crime, Drama, Fantasy",Michael Smiley,Perfume: The Story of a Murderer ,190490,253,Simon Chandler,0.0,"18th century ,perfume ,scent ,sense of smell ,smell",http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1,482,English,Germany,R,50000000,2006,27.0,7.5,2.35,26000,2006,201.6,60322420.63,2664970.95,-57657449.68,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1986, Black and White,Steven Zaillian,127.0,128.0,234,581.0,Anthony Hopkins,14000.0,7221458,"Drama, Thriller",Kate Winslet,All the King's Men ,20740,27614,Kevin Dunn,0.0,"governor ,journalist ,louisiana ,mistress ,politician",http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1,178,English,Germany,PG-13,55000000,2006,12000.0,6.2,1.85,0,2006,201.6,66354662.7,8712316.541000001,-57642346.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1987, Black and White,Tony Bill,123.0,140.0,23,579.0,Tyler Labine,11000.0,13082288,"Action, Adventure, Drama, History, Romance, War",James Franco,Flyboys ,35565,12634,Philip Winchester,1.0,"american ,france ,military ,pilot ,training",http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1,247,English,UK,PG-13,60000000,2006,779.0,6.6,2.35,2000,2006,201.6,72386904.76,15783105.59,-56603799.17,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1988,Color,Edward Zwick,166.0,143.0,380,452.0,Djimon Hounsou,29000.0,57366262,"Adventure, Drama, Thriller",Leonardo DiCaprio,Blood Diamond ,400292,33160,Stephen Collins,0.0,"diamond ,elephant ,fisherman ,rebel ,sierra leone",http://www.imdb.com/title/tt0450259/?ref_=fn_tt_tt_1,657,English,Germany,R,100000000,2006,3000.0,8.0,2.35,14000,2006,201.6,120644841.3,69209435.73,-51435405.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1989,Color,Alfonso Cuar?_n,372.0,109.0,0,18.0,Danny Huston,16000.0,35286428,"Drama, Sci-Fi, Thriller",Charlie Hunnam,Children of Men ,361767,16479,Rita Davies,0.0,"chaos ,england ,long take ,survival ,violence",http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1,1206,English,USA,R,76000000,2006,430.0,7.9,1.85,17000,2006,201.6,91690079.37,42571255.05,-49118824.31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1990,Color,Geoffrey Sax,66.0,93.0,13,173.0,Sophie Okonedo,15000.0,652526,"Action, Adventure, Family, Thriller",Alex Pettyfer,Alex Rider: Operation Stormbreaker ,20201,15638,Ashley Walters,3.0,"14 year old ,british ,gadget ,spy ,training",http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187,English,Germany,PG,40000000,2006,460.0,5.1,2.35,823,2006,201.6,48257936.51,787238.9569,-47470697.55,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1991,Color,Paul Bolger,93.0,75.0,0,677.0,George Carlin,4000.0,15519841,"Adventure, Animation, Comedy, Family, Fantasy",Sarah Michelle Gellar,Happily N'Ever After ,8693,6863,Rob Paulsen,3.0,"apostrophe in title ,cinderella ,first of series ,punctuation in title ,three word title",http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1,71,English,USA,PG,47000000,2006,769.0,4.5,1.85,261,2006,201.6,56703075.4,18723887.54,-37979187.86,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1992, Black and White,Steven Soderbergh,183.0,105.0,0,308.0,Beau Bridges,845.0,1304837,"Drama, Mystery, Thriller",Tony Curran,The Good German ,21481,2355,Leland Orser,2.0,"american ,driver ,journalist ,russian ,secret",http://www.imdb.com/title/tt0452624/?ref_=fn_tt_tt_1,175,English,USA,R,32000000,2006,552.0,6.1,1.66,559,2006,201.6,38606349.21,1574218.5269999998,-37032130.68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1993,Color,M. Night Shyamalan,284.0,110.0,0,559.0,Freddy Rodr?_guez,3000.0,42272747,"Drama, Fantasy, Mystery, Thriller",Bryce Dallas Howard,Lady in the Water ,78635,5609,Bob Balaban,1.0,"apartment ,bedtime story ,eagle ,stuttering ,swimming pool",http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,1040,English,USA,PG-13,70000000,2006,579.0,5.6,1.85,0,2006,201.6,84451388.89,50999888.52,-33451500.37,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1994,Color,Ridley Scott,147.0,117.0,0,567.0,Albert Finney,883.0,7458269,"Comedy, Drama, Romance",Archie Panjabi,A Good Year ,70698,3611,Richard Coyle,1.0,"based on novel ,inheritance ,provence ,uncle ,wine",http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,196,English,USA,PG-13,35000000,2006,883.0,6.9,2.35,9000,2006,201.6,42225694.44,8998016.797,-33227677.65,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1995,Color,Brian De Palma,240.0,121.0,0,854.0,Mia Kirshner,19000.0,22518325,"Crime, Drama, Mystery, Thriller",Scarlett Johansson,The Black Dahlia ,63363,22833,Mike Starr,0.0,"black dahlia ,boxer ,corpse ,death ,partner",http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,644,English,Germany,R,50000000,2006,972.0,5.6,2.35,0,2006,201.6,60322420.63,27167197.45,-33155223.18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1996,Color,Chris Noonan,124.0,88.0,108,135.0,Bill Paterson,876.0,2975649,"Biography, Drama, Romance",Emily Watson,Miss Potter ,23864,1518,Lucy Boynton,1.0,"book ,children ,friend ,illustrator ,letter",http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,142,English,UK,PG,30000000,2006,142.0,7.0,2.35,0,2006,201.6,36193452.38,3589967.0130000003,-32603485.37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1997, Black and White,Stefen Fangmeier,170.0,104.0,14,203.0,Ed Speleers,3000.0,75030163,"Action, Adventure, Family, Fantasy",Djimon Hounsou,Eragon ,108076,4487,Gary Lewis,0.0,"dragon ,dragon rider ,fictional war ,sword and fantasy ,teenage hero",http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1,1690,English,USA,PG,100000000,2006,762.0,5.1,2.35,0,2006,201.6,120644841.3,90520021.06,-30124820.21,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1998,Color,Darren Aronofsky,274.0,96.0,0,1000.0,Ellen Burstyn,20000.0,10139254,"Drama, Sci-Fi",Hugh Jackman,The Fountain ,190990,24640,Mark Margolis,0.0,"eternity ,love ,mayan ,tree ,tree of life",http://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1,915,English,USA,PG-13,35000000,2006,1000.0,7.3,1.85,23000,2006,201.6,42225694.44,12232486.89,-29993207.55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1999,Color,Sofia Coppola,260.0,123.0,0,826.0,Shirley Henderson,4000.0,15962471,"Biography, Drama, History, Romance",Kirsten Dunst,Marie Antoinette ,79892,7243,Rip Torn,1.0,"austria ,cake ,france ,queen ,versailles",http://www.imdb.com/title/tt0422720/?ref_=fn_tt_tt_1,619,English,USA,PG-13,40000000,2006,887.0,6.4,1.85,0,2006,201.6,48257936.51,19257897.8,-29000038.71,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2000,Color,Clark Johnson,161.0,107.0,69,206.0,David Rasche,310.0,36279230,"Action, Crime, Thriller",Blair Brown,The Sentinel ,42144,1352,Martin Donovan,0.0,"first lady ,framed ,investigation ,president ,secret service",http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1,213,English,USA,PG-13,60000000,2006,219.0,6.1,2.35,690,2006,201.6,72386904.76,43769019.45,-28617885.31,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2001,Color,Peter Hewitt,63.0,83.0,12,690.0,Rip Torn,2000.0,11631245,"Action, Adventure, Family, Sci-Fi",Kevin Zegers,Zoom ,15015,5022,Thomas F. Wilson,5.0,"bruise ,female hero ,super strength ,superhero ,teenage superhero",http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1,113,English,USA,PG,35000000,2006,826.0,4.2,1.85,494,2006,201.6,42225694.44,14032497.07,-28193197.38,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2002,Color,Justin Lin,158.0,104.0,681,159.0,Zachery Ty Bryan,584.0,62494975,"Action, Crime, Thriller",Amber Stevens West,The Fast and the Furious: Tokyo Drift ,179500,1235,Nikki Griffin,5.0,"car ,challenge ,drift racing ,drifting ,tokyo japan",http://www.imdb.com/title/tt0463985/?ref_=fn_tt_tt_1,378,English,USA,PG-13,85000000,2006,227.0,6.0,2.35,0,2006,201.6,102548115.1,75396963.39,-27151151.69,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,Color,John A. Davis,105.0,88.0,8,8000.0,Meryl Streep,12000.0,28133159,"Adventure, Animation, Comedy, Family, Fantasy",Nicolas Cage,The Ant Bully ,30055,33822,Julia Roberts,1.0,"ant ,miniaturization ,punishment ,shrinking ,sudden change in size",http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,70,English,USA,PG,50000000,2006,11000.0,5.9,1.85,593,2006,201.6,60322420.63,33941205.02,-26381215.62,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2004,Color,Nancy Meyers,157.0,138.0,278,213.0,Rufus Sewell,14000.0,63224849,"Comedy, Romance",Kate Winslet,The Holiday ,182757,17423,Sarah Parish,3.0,"book ,composer ,house ,love ,self esteem",http://www.imdb.com/title/tt0457939/?ref_=fn_tt_tt_1,483,English,USA,PG-13,85000000,2006,3000.0,6.9,1.85,19000,2006,201.6,102548115.1,76277518.72,-26270596.36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,Color,McG,96.0,131.0,368,383.0,Kimberly Williams-Paisley,11000.0,43532294,"Drama, Sport",Matthew McConaughey,We Are Marshall ,46951,12088,Brian Geraghty,0.0,"coach ,football ,football team ,marshall university ,university",http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1,175,English,USA,PG,65000000,2006,529.0,7.1,2.35,0,2006,201.6,78419146.83,52519467.0,-25899679.83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2006,Color,Todd Field,251.0,137.0,143,280.0,Noah Emmerich,14000.0,5459824,"Drama, Romance",Kate Winslet,Little Children ,92781,15337,Jane Adams,0.0,"adulterous wife ,bar ,dysfunctional marriage ,sex offender ,suburb",http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,320,English,USA,R,26000000,2006,617.0,7.6,2.35,5000,2006,201.6,31367658.73,6586995.998,-24780662.73,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2007,Color,Corey Yuen,110.0,87.0,23,748.0,Holly Valance,826.0,480314,"Action, Adventure",Steve Howey,DOA: Dead or Alive ,38503,4473,Sarah Carter,4.0,"female fighter ,island ,martial arts ,parachute ,tournament",http://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,180,English,USA,PG-13,21000000,2006,816.0,4.8,2.35,0,2006,201.6,25335416.67,579474.0629,-24755942.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Color,Lasse Hallstr?_m,142.0,116.0,529,174.0,Christopher Evan Welch,442.0,7156933,"Comedy, Drama",Hope Davis,The Hoax ,14581,1134,James Biberi,0.0,"book ,fabrication ,fake ,hoax ,manuscript",http://www.imdb.com/title/tt0462338/?ref_=fn_tt_tt_1,74,English,USA,R,25000000,2006,252.0,6.7,1.85,348,2006,201.6,30161210.32,8634470.457999999,-21526739.86,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,Color,Richard Kelly,173.0,160.0,219,215.0,Curtis Armstrong,1000.0,273420,"Comedy, Mystery, Sci-Fi, Thriller",Janeane Garofalo,Southland Tales ,32671,2340,Chris Andrew Ciulla,6.0,"amnesia ,boxer ,conspiracy ,police ,porn star",http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,238,English,France,R,17000000,2006,876.0,5.5,2.35,0,2006,201.6,20509623.02,329867.125,-20179755.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2010,Color,J.J. Abrams,310.0,124.0,14000,979.0,Tom Cruise,22000.0,133382309,"Action, Adventure, Thriller",Philip Seymour Hoffman,Mission: Impossible III ,256695,34817,Eddie Marsan,0.0,"arms dealer ,fictional government agency ,mission ,rescue ,vatican",http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,871,English,USA,PG-13,150000000,2006,10000.0,6.9,2.35,0,2006,201.6,180967261.9,160918875.0,-20048386.93,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,Color,Steven Shainberg,105.0,122.0,30,260.0,Ty Burrell,21000.0,220914,"Biography, Drama, Romance",Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus ,13239,25173,Matt Servitto,2.0,"character name in title ,diane arbus ,male full frontal nudity ,photographer ,pubic hair",http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,97,English,USA,R,16800000,2006,3000.0,6.5,1.85,0,2006,201.6,20268333.33,266521.3446,-20001811.99,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012,Color,Richard Donner,199.0,102.0,503,795.0,David Zayas,13000.0,36883539,"Action, Crime, Drama, Thriller",Bruce Willis,16 Blocks ,112769,15053,Sasha Roiz,2.0,"alcoholic ,courthouse ,detective ,jail ,witness",http://www.imdb.com/title/tt0450232/?ref_=fn_tt_tt_1,305,English,Germany,PG-13,52000000,2006,929.0,6.6,2.35,0,2006,201.6,62735317.46,44498087.08,-18237230.38,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2013,Color,Ray Lawrence,75.0,118.0,10,48.0,Deborra-Lee Furness,172.0,399879,"Crime, Drama, Mystery, Thriller",John Howard,Jindabyne ,5772,378,Max Cullen,2.0,"camp ,fishing ,fishing trip ,river ,town",http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1,115,English,Australia,R,15000000,2006,71.0,6.4,2.35,302,2006,201.6,18096726.19,482433.3848,-17614292.81,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2014,Color,Christian Volckman,112.0,105.0,2,69.0,Catherine McCormack,805.0,63260,"Action, Animation, Sci-Fi, Thriller",Romola Garai,Renaissance ,14325,1185,Kevork Malikyan,0.0,"future ,kidnapping ,missing file ,paris france ,year 2054",http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,90,English,France,R,14000000,2006,306.0,6.7,2.35,0,2006,201.6,16890277.78,76319.92659,-16813957.85,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2015,Color,Dave Borthwick,31.0,77.0,3,593.0,Kylie Minogue,787.0,7382993,"Adventure, Animation, Comedy, Family, Fantasy",Jimmy Fallon,Doogal ,3851,2185,Jon Stewart,0.0,"diamond ,lava ,magic ,mountain ,sorcerer",http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1,114,English,USA,G,20000000,2006,690.0,2.8,1.85,346,2006,201.6,24128968.25,8907200.186,-15221768.07,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016,Color,Douglas McGrath,129.0,118.0,41,442.0,Isabella Rossellini,2000.0,1150403,"Biography, Crime, Drama",Toby Jones,Infamous ,14143,3474,Hope Davis,4.0,"blood ,book ,cold calculation ,murder ,writer",http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,102,English,USA,R,13000000,2006,812.0,7.1,1.85,0,2006,201.6,15683829.37,1387901.8730000001,-14295927.49,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,Color,Paul Weitz,153.0,107.0,80,841.0,Dennis Quaid,2000.0,7156725,"Comedy, Music",Judy Greer,American Dreamz ,22639,5992,Chris Klein,6.0,"chief of staff ,contest ,president ,singing ,terrorist",http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,217,English,USA,PG-13,19000000,2006,2000.0,5.5,1.85,300,2006,201.6,22922519.84,8634219.516,-14288300.32,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018,Color,Sidney Lumet,94.0,125.0,0,968.0,Vin Diesel,22000.0,1172769,"Biography, Comedy, Crime, Drama",Peter Dinklage,Find Me Guilty ,28068,37606,Alex Rocco,2.0,"court ,drugs ,judge ,mafia ,mobster",http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,108,English,Germany,R,13000000,2006,14000.0,7.1,1.85,0,2006,201.6,15683829.37,1414885.299,-14268944.07,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,Color,Kurt Wimmer,158.0,94.0,110,277.0,Cameron Bright,14000.0,18500966,"Action, Horror, Sci-Fi, Thriller",Milla Jovovich,Ultraviolet ,70341,15271,Nick Chinlund,1.0,"boy ,disease ,hemophagia ,speed ,vampire",http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,830,English,USA,PG-13,30000000,2006,829.0,4.4,1.85,0,2006,201.6,36193452.38,22320461.06,-13872991.32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2020,Color,Peter Cattaneo,24.0,86.0,11,18.0,Vince Colosimo,185.0,13751,"Drama, Family",Jacqueline McKenzie,Opal Dream ,813,299,Peter Callan,0.0,"friend ,girl ,imaginary friend ,outback ,town",http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1,6,English,Australia,PG,11400000,2006,62.0,6.6,1.85,135,2006,201.6,13753511.9,16589.87212,-13736922.03,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,Color,Donald Petrie,98.0,103.0,80,585.0,Carlos Ponce,806.0,17324744,"Comedy, Fantasy, Romance",Samaire Armstrong,Just My Luck ,44103,3211,Faizon Love,3.0,"bad luck ,band ,kiss ,luck ,masquerade",http://www.imdb.com/title/tt0397078/?ref_=fn_tt_tt_1,149,English,USA,PG-13,28000000,2006,591.0,5.3,1.85,0,2006,201.6,33780555.56,20901409.9,-12879145.66,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2022,Color,Agnieszka Holland,78.0,104.0,238,22.0,David Kennedy,60.0,352786,"Biography, Drama, Music",Phyllida Law,Copying Beethoven ,11132,150,Angus Barnett,0.0,"music copyist ,music student ,musical composition ,student ,symphony",http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1,86,English,USA,PG-13,11000000,2006,35.0,6.8,2.35,0,2006,201.6,13270932.54,425618.1097,-12845314.43,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2023,Color,Wayne Kramer,157.0,122.0,47,834.0,Chazz Palminteri,23000.0,6855137,"Action, Crime, Drama, Thriller",Paul Walker,Running Scared ,88590,27381,Ivana Milicevic,2.0,"adult child friendship ,corrupt cop ,fistfight ,gangster ,thug",http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,419,English,Germany,R,17000000,2006,979.0,7.4,2.35,0,2006,201.6,20509623.02,8270369.152000001,-12239253.86,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2024,Color,Phillip Noyce,108.0,98.0,176,15.0,Terry Pheto,543.0,4291965,"Biography, Drama, History",Derek Luke,Catch a Fire ,9334,678,Bonnie Henna,3.0,"attack ,coach ,colonel ,jail ,oil refinery",http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,59,English,France,PG-13,14000000,2006,113.0,6.7,2.35,447,2006,201.6,16890277.78,5178034.362,-11712243.42,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2025,Color,Paul Feig,73.0,90.0,176,825.0,Rob Riggle,931.0,16647384,"Adventure, Comedy, Family, Romance",Tyler James Williams,Unaccompanied Minors ,8398,4431,B.J. Novak,1.0,"airport ,black comedy ,blizzard ,christmas ,pennsylvania",http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1,56,English,USA,PG,26000000,2006,839.0,5.1,2.35,498,2006,201.6,31367658.73,20084210.0,-11283448.73,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2026,Color,Victor Salva,44.0,120.0,108,400.0,Tim DeKay,634.0,1055654,"Drama, Romance, Sport",Scott Mechlowicz,Peaceful Warrior ,20426,2673,Agnes Bruckner,1.0,"college ,college athlete ,comeback ,gymnast ,olympics",http://www.imdb.com/title/tt0438315/?ref_=fn_tt_tt_1,175,English,Germany,PG-13,10000000,2006,436.0,7.3,2.35,0,2006,201.6,12064484.13,1273592.0929999999,-10790892.03,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2027,Color,Bryan Singer,434.0,169.0,0,903.0,Marlon Brando,18000.0,200069408,"Action, Adventure, Sci-Fi",Kevin Spacey,Superman Returns ,240396,29991,Frank Langella,0.0,"crystal ,epic ,lex luthor ,lois lane ,return to earth",http://www.imdb.com/title/tt0348150/?ref_=fn_tt_tt_1,2367,English,USA,PG-13,209000000,2006,10000.0,6.1,2.35,0,2006,201.6,252147718.3,241373419.7,-10774298.54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2028,Color,Robert Moresco,26.0,107.0,53,463.0,Brad Renfro,954.0,53481,"Crime, Drama, Thriller",Brian Dennehy,10th & Wolf ,5557,2512,Dash Mihok,5.0,"desert storm ,fbi ,fbi agent ,fragmentation grenade ,woman kills attacker",http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1,34,English,USA,R,8000000,2006,551.0,6.4,2.35,294,2006,201.6,9651587.302000001,64522.06756,-9587065.234,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2029,Color,James Gunn,251.0,95.0,571,102.0,Gregg Henry,499.0,7774730,"Comedy, Horror, Sci-Fi",Dustin Milligan,Slither ,61912,1120,Tania Saulnier,0.0,"alien ,b movie ,sex ,slug ,small town",http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1,352,English,Canada,R,15500000,2006,298.0,6.5,1.85,0,2006,201.6,18699950.4,9379810.668,-9320139.729,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2030, Black and White,Andrew Currie,140.0,93.0,8,33.0,Henry Czerny,553.0,298110,"Comedy, Drama, Horror, Sci-Fi",Alexia Fast,Fido ,25055,786,Kesun Loder,1.0,"decapitation ,neighbor ,neighborhood ,next door neighbor ,zombie",http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,98,English,Canada,R,8000000,2006,177.0,6.8,2.35,0,2006,201.6,9651587.302000001,359654.3363,-9291932.965,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2031,Color,Ivan Reitman,147.0,95.0,425,560.0,Eddie Izzard,973.0,22526144,"Comedy, Romance, Sci-Fi",Rainn Wilson,My Super Ex-Girlfriend ,53884,2737,Wanda Sykes,1.0,"architect ,boyfriend girlfriend relationship ,superhero ,superhero spoof ,supernatural power",http://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,203,English,USA,PG-13,30000000,2006,776.0,5.1,2.35,1000,2006,201.6,36193452.38,27176630.67,-9016821.707999999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2032,Color,Wil Shriner,49.0,91.0,6,596.0,Neil Flynn,8000.0,8080116,"Adventure, Comedy, Family",Logan Lerman,Hoot ,6562,10732,Tim Blake Nelson,0.0,"fight ,florida ,montana ,owl ,school",http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,66,English,USA,PG,15000000,2006,625.0,5.6,1.85,647,2006,201.6,18096726.19,9748243.123,-8348483.068,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2033,Color,Wayne Wang,99.0,112.0,61,501.0,Alicia Witt,1000.0,38360195,"Adventure, Comedy, Drama",LL Cool J,Last Holiday ,21215,3757,Timothy Hutton,1.0,"chef ,congressman ,cook ,hotel ,senator",http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,116,English,USA,PG-13,45000000,2006,976.0,6.4,2.35,0,2006,201.6,54290178.57,46279596.37,-8010582.203,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2034,Color,Michael O. Sajbel,36.0,123.0,6,85.0,Tiffany Dupont,541.0,13391174,"Biography, Drama, History",James Callis,One Night with the King ,5796,908,Nimrat Kaur,0.0,"biblical ,book of esther ,esther ,persia ,treachery",http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,177,English,USA,PG,20000000,2006,249.0,6.3,2.35,0,2006,201.6,24128968.25,16155760.62,-7973207.637999999,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2035,Color,Christopher Guest,144.0,86.0,378,783.0,Catherine O'Hara,957.0,5542025,Comedy,John Michael Higgins,For Your Consideration ,12197,3535,Ed Begley Jr.,0.0,"actor ,internet ,make up ,publicist ,purim",http://www.imdb.com/title/tt0470765/?ref_=fn_tt_tt_1,150,English,USA,PG-13,12000000,2006,925.0,6.3,1.85,650,2006,201.6,14477380.95,6686167.2639999995,-7791213.687999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
